Student [ID=2000000001, Name='Fuo Henetoku', Test Score=57.0]
Student [ID=2000000568, Name='Pegugay Suane', Test Score=22.0]
Student [ID=2000000905, Name='Pesubuda Mobey', Test Score=50.0]
Student [ID=2000000978, Name='Pevu Pocopoai', Test Score=24.0]
Student [ID=2000000806, Name='Pik Ieri', Test Score=76.0]
Student [ID=2000000553, Name='Poaipira Hobife', Test Score=22.0]
Student [ID=2000000892, Name='Poduyu Nafifen', Test Score=85.0]
Student [ID=2000000465, Name='Pohoq Gimulaq', Test Score=46.0]
Student [ID=2000000131, Name='Qaakaz Faguni', Test Score=75.0]
Student [ID=2000000116, Name='Qexeja Nejeb', Test Score=48.0]
Student [ID=2000000281, Name='Qiy Etiecev', Test Score=54.0]
Student [ID=2000000264, Name='Quevuyu Azovena', Test Score=19.0]
Student [ID=2000000327, Name='Riker Patio', Test Score=30.0]
Student [ID=2000000739, Name='Rop Noijaoba', Test Score=87.0]
Student [ID=2000000729, Name='Roya Buesazol', Test Score=30.0]
Student [ID=2000000963, Name='Ruosoiq Jaleju', Test Score=13.0]
Student [ID=2000000096, Name='Sis Ibanes', Test Score=90.0]
Student [ID=2000000245, Name='Ucafeh Towo', Test Score=54.0]
Student [ID=2000000467, Name='Ugup Caeje', Test Score=93.0]
Student [ID=2000000392, Name='Ujepeyuk Xecaba', Test Score=83.0]
Student [ID=2000000708, Name='Ujum Cufok', Test Score=31.0]
Student [ID=2000000279, Name='Ute Goz', Test Score=29.0]
Student [ID=2000000405, Name='Uyi Deb', Test Score=37.0]
Student [ID=2000000135, Name='Vao Rewawe', Test Score=58.0]
Student [ID=2000000452, Name='Vexeieja Pafoiza', Test Score=32.0]
Student [ID=2000000186, Name='Vozee Qatoi', Test Score=38.0]
Student [ID=2000000881, Name='Wijon Jojuek', Test Score=30.0]
Student [ID=2000000387, Name='Wikoob Domor', Test Score=23.0]
Student [ID=2000000920, Name='Wogu Veq', Test Score=81.0]
Student [ID=2000000822, Name='Wuse Oweyehe', Test Score=99.0]
Student [ID=2000000524, Name='Xavux Cocahi', Test Score=80.0]
Student [ID=2000000972, Name='Xeilomiv Gita', Test Score=90.0]
Student [ID=2000000403, Name='Xesaagug Runoke', Test Score=34.0]
Student [ID=2000000160, Name='Xofef Xofacihu', Test Score=43.0]
Student [ID=2000000439, Name='Xuge Netesole', Test Score=31.0]
Student [ID=2000000699, Name='Yadoyun Muha', Test Score=12.0]
Student [ID=2000000315, Name='Yaopat Leumae', Test Score=53.0]
Student [ID=2000000584, Name='Yavisili Felo', Test Score=17.0]
Student [ID=2000000269, Name='Yeiq Heki', Test Score=16.0]
Student [ID=2000000799, Name='Yijebu Garahi', Test Score=80.0]
Student [ID=2000000147, Name='Zebasi Igixupix', Test Score=74.0]
Student [ID=2000000182, Name='Zoiuzuz Utuma', Test Score=41.0]
Student [ID=2000000651, Name='Zucalixu Hogoux', Test Score=43.0]
Student [ID=2000000446, Name='Zuqil Uidaesal', Test Score=54.0]
Student [ID=2000000861, Name='Aeye Xey', Test Score=98.0]
Student [ID=2000000684, Name='Banahuta Ramali', Test Score=99.0]
Student [ID=2000000306, Name='Biduuri Mahilaj', Test Score=83.0]
Student [ID=2000000254, Name='Boseyefo Mozedol', Test Score=22.0]
Student [ID=2000000361, Name='Cialarij Ele', Test Score=97.0]
Student [ID=2000000351, Name='Ciudu Mul', Test Score=99.0]
Student [ID=2000000536, Name='Cou Qexedeie', Test Score=61.0]
Student [ID=2000000481, Name='Cumu Akit', Test Score=77.0]
Student [ID=2000000359, Name='Dacomez Upecomu', Test Score=22.0]
Student [ID=2000000818, Name='Dapemer Najod', Test Score=92.0]
Student [ID=2000000581, Name='Dejuso Eveixoo', Test Score=76.0]
Student [ID=2000000508, Name='Deriz Movuse', Test Score=75.0]
Student [ID=2000000769, Name='Efu Toteweg', Test Score=73.0]
Student [ID=2000000914, Name='Etu Ehiy', Test Score=80.0]
Student [ID=2000000824, Name='Eyasare Kica', Test Score=79.0]
Student [ID=2000000930, Name='Ezox Cum', Test Score=34.0]
Student [ID=2000000583, Name='Fapo Fixece', Test Score=48.0]
Student [ID=2000000511, Name='Fixiujul Hok', Test Score=15.0]
Student [ID=2000000877, Name='Fogewo Guitu', Test Score=47.0]
Student [ID=2000000602, Name='Fokobenu Oju', Test Score=68.0]
Student [ID=2000000706, Name='Fooakiza Zavivod', Test Score=83.0]
Student [ID=2000000981, Name='Fuoi Mefeehii', Test Score=68.0]
Student [ID=2000000985, Name='Gaheku Cotiay', Test Score=63.0]
Student [ID=2000000973, Name='Gates Obaf', Test Score=44.0]
Student [ID=2000000594, Name='Gip Neekal', Test Score=83.0]
Student [ID=2000000268, Name='Haij Joime', Test Score=18.0]
Student [ID=2000000255, Name='Hiip Modeho', Test Score=14.0]
Student [ID=2000000727, Name='Hiwi Diyi', Test Score=64.0]
Student [ID=2000000951, Name='Hojeeom Zuh', Test Score=90.0]
Student [ID=2000000522, Name='Hupoez Oxiqun', Test Score=13.0]
Student [ID=2000000836, Name='Iagu Sileu', Test Score=81.0]
Student [ID=2000000050, Name='Kirifid Donuwo', Test Score=92.0]
Student [ID=2000000068, Name='Lek Belugiaf', Test Score=53.0]
Student [ID=2000000663, Name='Liiu Kiquilun', Test Score=35.0]
Student [ID=2000000693, Name='Lizilusu Noziao', Test Score=77.0]
Student [ID=2000000755, Name='Locanu Feodo', Test Score=49.0]
Student [ID=2000000172, Name='Louu Poqoyofa', Test Score=99.0]
Student [ID=2000000224, Name='Luziyiw Veo', Test Score=91.0]
Student [ID=2000000726, Name='Maraifa Qifob', Test Score=31.0]
Student [ID=2000000812, Name='Medi Sumi', Test Score=38.0]
Student [ID=2000000884, Name='Meso Yalola', Test Score=31.0]
Student [ID=2000000550, Name='Mic Kiim', Test Score=38.0]
Student [ID=2000000732, Name='Mipurike Jup', Test Score=70.0]
Student [ID=2000000304, Name='Mocozomo Maj', Test Score=26.0]
Student [ID=2000000878, Name='Molu Wif', Test Score=43.0]
Student [ID=2000000310, Name='Mota Jahade', Test Score=29.0]
Student [ID=2000000546, Name='Nibof Ruqinig', Test Score=49.0]
Student [ID=2000000694, Name='Nitixir Zasek', Test Score=43.0]
Student [ID=2000000400, Name='Niyacea Yufiveh', Test Score=58.0]
Student [ID=2000000354, Name='Noniyi Abuaaqo', Test Score=33.0]
Student [ID=2000000612, Name='Noud Obered', Test Score=96.0]
Student [ID=2000000937, Name='Nud Muroasua', Test Score=85.0]
Student [ID=2000000365, Name='Numi Keuzane', Test Score=72.0]
Student [ID=2000000377, Name='Nuogo Xizori', Test Score=69.0]
Student [ID=2000000807, Name='Nuyojur Nocox', Test Score=71.0]
Student [ID=2000000709, Name='Ofaiigow Hoereho', Test Score=37.0]
Student [ID=2000000447, Name='Omeg Hebewas', Test Score=86.0]
Student [ID=2000000364, Name='Ouzu Gute', Test Score=23.0]
Student [ID=2000000308, Name='Ozetu Yuxilev', Test Score=23.0]
Student [ID=2000000237, Name='Paalex Lequwi', Test Score=49.0]
Student [ID=2000000640, Name='Peibuf Sorocu', Test Score=86.0]
Student [ID=2000000939, Name='Poafexa Kosokida', Test Score=80.0]
Student [ID=2000000750, Name='Pocooq Joc', Test Score=93.0]
Student [ID=2000000317, Name='Puzisod Zisiw', Test Score=91.0]
Student [ID=2000000164, Name='Qacozudi Auvideas', Test Score=75.0]
Student [ID=2000000169, Name='Qehivuju Biw', Test Score=13.0]
Student [ID=2000000410, Name='Qidagid Niv', Test Score=90.0]
Student [ID=2000000457, Name='Qolitiu Baqacilo', Test Score=91.0]
Student [ID=2000000360, Name='Quoyudu Puluyapa', Test Score=100.0]
Student [ID=2000000839, Name='Ritovob Hoqiamue', Test Score=39.0]
Student [ID=2000000952, Name='Roqux Atovire', Test Score=19.0]
Student [ID=2000000133, Name='Saqufi Bunof', Test Score=12.0]
Student [ID=2000000119, Name='Soiv Unabu', Test Score=25.0]
Student [ID=2000000556, Name='Ubir Puc', Test Score=18.0]
Student [ID=2000000560, Name='Ucona Qalalet', Test Score=95.0]
Student [ID=2000000596, Name='Ugobe Equ', Test Score=86.0]
Student [ID=2000000587, Name='Uguqaq Opavevo', Test Score=20.0]
Student [ID=2000000960, Name='Uiwu Birer', Test Score=18.0]
Student [ID=2000000870, Name='Uqotou Yij', Test Score=62.0]
Student [ID=2000000659, Name='Uto Panaya', Test Score=88.0]
Student [ID=2000000442, Name='Uwukan Kujuga', Test Score=45.0]
Student [ID=2000000883, Name='Uyiko Feb', Test Score=93.0]
Student [ID=2000000166, Name='Vag Wujeemi', Test Score=71.0]
Student [ID=2000000170, Name='Vaz Git', Test Score=69.0]
Student [ID=2000000631, Name='Vihemoli Reyowe', Test Score=84.0]
Student [ID=2000000189, Name='Vixekeju Olasa', Test Score=18.0]
Student [ID=2000000188, Name='Waneoqu Mefouqiw', Test Score=98.0]
Student [ID=2000000895, Name='Wif Xegus', Test Score=44.0]
Student [ID=2000000848, Name='Wuve Dazoaece', Test Score=35.0]
Student [ID=2000000889, Name='Xatis Taizo', Test Score=70.0]
Student [ID=2000000515, Name='Xel Mun', Test Score=35.0]
Student [ID=2000000299, Name='Xiavaqa Cojaapig', Test Score=40.0]
Student [ID=2000000398, Name='Xozuum Foquqi', Test Score=26.0]
Student [ID=2000000893, Name='Xugisar Aru', Test Score=17.0]
Student [ID=2000000633, Name='Yajavae Gite', Test Score=15.0]
Student [ID=2000000996, Name='Yaru Tinihu', Test Score=97.0]
Student [ID=2000000751, Name='Yece Ked', Test Score=38.0]
Student [ID=2000000915, Name='Yegajek Xuig', Test Score=86.0]
Student [ID=2000000232, Name='Yiyua Muuyehup', Test Score=52.0]
Student [ID=2000000277, Name='Zesoiege Peiv', Test Score=64.0]
Student [ID=2000000518, Name='Zogafu Rouge', Test Score=82.0]
Student [ID=2000000423, Name='Zolo Maoesoe', Test Score=46.0]
Student [ID=2000000860, Name='Zozef Uwipi', Test Score=13.0]
Student [ID=2000000690, Name='Zuf Pazimuz', Test Score=58.0]
Student [ID=2000000679, Name='Zuloe Hiwaqema', Test Score=88.0]
Student [ID=2000000470, Name='Bec Vuedekuf', Test Score=91.0]
Student [ID=2000000371, Name='Bihesa Maqor', Test Score=12.0]
Student [ID=2000000414, Name='Bivep Raxar', Test Score=80.0]
Student [ID=2000000263, Name='Bujodu Zemuej', Test Score=80.0]
Student [ID=2000000621, Name='Cevoyuqu Tahu', Test Score=40.0]
Student [ID=2000000450, Name='Cijol Roma', Test Score=76.0]
Student [ID=2000000399, Name='Coaj Zeoede', Test Score=14.0]
Student [ID=2000000600, Name='Colujo Koe', Test Score=76.0]
Student [ID=2000000801, Name='Cucuwes Ciusotuj', Test Score=81.0]
Student [ID=2000000772, Name='Cuihueca Ritimik', Test Score=72.0]
Student [ID=2000000635, Name='Dehusi Xuhutar', Test Score=17.0]
Student [ID=2000000766, Name='Deku Yeh', Test Score=30.0]
Student [ID=2000000953, Name='Dera Omeewa', Test Score=86.0]
Student [ID=2000000815, Name='Deti Xuup', Test Score=91.0]
Student [ID=2000000925, Name='Efiiju Nuujali', Test Score=64.0]
Student [ID=2000000946, Name='Fadu Uobececa', Test Score=54.0]
Student [ID=2000000730, Name='Fear Onih', Test Score=61.0]
Student [ID=2000000716, Name='Fisot Foiiq', Test Score=86.0]
Student [ID=2000000932, Name='Foal Tuoyaza', Test Score=67.0]
Student [ID=2000000986, Name='Fusot Pepove', Test Score=17.0]
Student [ID=2000000653, Name='Getesuzi Poqiila', Test Score=89.0]
Student [ID=2000000599, Name='Giuwobex Uqeaonih', Test Score=40.0]
Student [ID=2000000731, Name='Hag Woib', Test Score=85.0]
Student [ID=2000000298, Name='Hep Bute', Test Score=58.0]
Student [ID=2000000417, Name='Hihumead Remax', Test Score=87.0]
Student [ID=2000000514, Name='Hikikun Guqaiuqi', Test Score=89.0]
Student [ID=2000000052, Name='Jorehu Cuhoaw', Test Score=57.0]
Student [ID=2000000079, Name='Kujewu Tovajaek', Test Score=90.0]
Student [ID=2000000249, Name='Leigaib Nadawuw', Test Score=53.0]
Student [ID=2000000749, Name='Leredeah Xoakaz', Test Score=92.0]
Student [ID=2000000698, Name='Lot Biwi', Test Score=10.0]
Student [ID=2000000303, Name='Lovakere Pojow', Test Score=62.0]
Student [ID=2000000260, Name='Luqinuga Pice', Test Score=26.0]
Student [ID=2000000989, Name='Mimid Yeriza', Test Score=68.0]
Student [ID=2000000715, Name='Mocisu Joditeu', Test Score=49.0]
Student [ID=2000000391, Name='Moeja Fataq', Test Score=45.0]
Student [ID=2000000586, Name='Nerixee Udifokik', Test Score=13.0]
Student [ID=2000000741, Name='Niio Luiopo', Test Score=27.0]
Student [ID=2000000628, Name='Noiqaa Jadiwu', Test Score=72.0]
Student [ID=2000000585, Name='Nonakisa Zodiwad', Test Score=81.0]
Student [ID=2000000674, Name='Nop Jijuhiaf', Test Score=75.0]
Student [ID=2000000734, Name='Nup Coahori', Test Score=22.0]
Student [ID=2000000389, Name='Orefa Dewepo', Test Score=48.0]
Student [ID=2000000520, Name='Owey Odipew', Test Score=89.0]
Student [ID=2000000678, Name='Ozas Mecaadu', Test Score=49.0]
Student [ID=2000000374, Name='Ozi Jipomio', Test Score=13.0]
Student [ID=2000000695, Name='Pem Ima', Test Score=87.0]
Student [ID=2000000384, Name='Purui Minuni', Test Score=74.0]
Student [ID=2000000590, Name='Qaexigal Nin', Test Score=15.0]
Student [ID=2000000229, Name='Qato Hooyide', Test Score=18.0]
Student [ID=2000000396, Name='Qeluso Loze', Test Score=60.0]
Student [ID=2000000793, Name='Qib Towah', Test Score=27.0]
Student [ID=2000000429, Name='Qina Iraburo', Test Score=66.0]
Student [ID=2000000503, Name='Qoje Wiwir', Test Score=14.0]
Student [ID=2000000649, Name='Qoqoruwe Cijox', Test Score=85.0]
Student [ID=2000000606, Name='Quod Aule', Test Score=31.0]
Student [ID=2000000363, Name='Repibu Ihugice', Test Score=24.0]
Student [ID=2000000323, Name='Saho Xabe', Test Score=53.0]
Student [ID=2000000175, Name='Sihi Seirijie', Test Score=92.0]
Student [ID=2000000215, Name='Sofosit Qowipau', Test Score=26.0]
Student [ID=2000000144, Name='Tea Riy', Test Score=15.0]
Student [ID=2000000785, Name='Uayuf Uheribo', Test Score=43.0]
Student [ID=2000000982, Name='Uroboi Iyeto', Test Score=27.0]
Student [ID=2000000792, Name='Uukeke Gimuok', Test Score=27.0]
Student [ID=2000000827, Name='Uveyoc Idoka', Test Score=92.0]
Student [ID=2000000591, Name='Uyeme Gegelo', Test Score=50.0]
Student [ID=2000000720, Name='Vaepu Teaqeu', Test Score=16.0]
Student [ID=2000000320, Name='Valom Qefuyu', Test Score=36.0]
Student [ID=2000000401, Name='Varopabi Sozaa', Test Score=27.0]
Student [ID=2000000184, Name='Vekaxoji Aruquomi', Test Score=34.0]
Student [ID=2000000901, Name='Vijaade Wepevaf', Test Score=90.0]
Student [ID=2000000664, Name='Vivef Cokiwil', Test Score=98.0]
Student [ID=2000000201, Name='Vocapaux Axudazo', Test Score=54.0]
Student [ID=2000000231, Name='Vus Gibio', Test Score=47.0]
Student [ID=2000000200, Name='Weqieni Lihilux', Test Score=75.0]
Student [ID=2000000956, Name='Xati Lagaaqia', Test Score=44.0]
Student [ID=2000000607, Name='Xeketo Duiwul', Test Score=100.0]
Student [ID=2000000342, Name='Xoaf Xac', Test Score=97.0]
Student [ID=2000000500, Name='Xoyef Junisa', Test Score=19.0]
Student [ID=2000000950, Name='Yaiiyoiv Xiw', Test Score=96.0]
Student [ID=2000000983, Name='Yefigav Bofewep', Test Score=87.0]
Student [ID=2000000244, Name='Yugeqeem Hugi', Test Score=85.0]
Student [ID=2000000544, Name='Zeeq Pago', Test Score=93.0]
Student [ID=2000000353, Name='Zez Rozoeqey', Test Score=70.0]
Student [ID=2000000551, Name='Zivahae Yuuyiewa', Test Score=26.0]
Student [ID=2000000589, Name='Zogeat Tole', Test Score=98.0]
Student [ID=2000000959, Name='Zolo Baqojo', Test Score=87.0]
Student [ID=2000000896, Name='Zupisuw Euepoko', Test Score=96.0]
Student [ID=2000000532, Name='Bapuacep Qioyar', Test Score=71.0]
Student [ID=2000000492, Name='Beok Qoj', Test Score=89.0]
Student [ID=2000000696, Name='Bifuqo Medo', Test Score=34.0]
Student [ID=2000000670, Name='Bioxit Uatige', Test Score=68.0]
Student [ID=2000000475, Name='Bixiwoot Fabag', Test Score=95.0]
Student [ID=2000000290, Name='Buetou Pozi', Test Score=45.0]
Student [ID=2000000472, Name='Buxoxuma Xeqimisu', Test Score=13.0]
Student [ID=2000000677, Name='Ciferic Fawoqiai', Test Score=45.0]
Student [ID=2000000980, Name='Cileh Oyee', Test Score=15.0]
Student [ID=2000000641, Name='Ciz Erax', Test Score=40.0]
Student [ID=2000000783, Name='Coti Doyobeaz', Test Score=48.0]
Student [ID=2000000940, Name='Cuju Soku', Test Score=88.0]
Student [ID=2000000781, Name='Decu Usatowuq', Test Score=18.0]
Student [ID=2000000906, Name='Devaceti Touayool', Test Score=47.0]
Student [ID=2000000879, Name='Faso Pez', Test Score=55.0]
Student [ID=2000000667, Name='Giibi Rawe', Test Score=13.0]
Student [ID=2000000994, Name='Giroof Aoc', Test Score=82.0]
Student [ID=2000000858, Name='Hagul Xehi', Test Score=77.0]
Student [ID=2000000367, Name='Hegoca Yeheney', Test Score=61.0]
Student [ID=2000000369, Name='Heseyoj Okazadue', Test Score=91.0]
Student [ID=2000000779, Name='Heut Ale', Test Score=46.0]
Student [ID=2000000054, Name='Jehozak Noj', Test Score=10.0]
Student [ID=2000000117, Name='Kayefoh Aduuo', Test Score=94.0]
Student [ID=2000000283, Name='Koiur Xoetal', Test Score=71.0]
Student [ID=2000000350, Name='Kuso Jis', Test Score=12.0]
Student [ID=2000000347, Name='Lee Zuziq', Test Score=12.0]
Student [ID=2000000927, Name='Lexal Fel', Test Score=87.0]
Student [ID=2000000948, Name='Lou Suj', Test Score=80.0]
Student [ID=2000000404, Name='Loyakabu Veevebao', Test Score=66.0]
Student [ID=2000000390, Name='Lukuyux Posira', Test Score=93.0]
Student [ID=2000000422, Name='Lusarazi Vieeiva', Test Score=86.0]
Student [ID=2000000991, Name='Mikooxas Jeifego', Test Score=30.0]
Student [ID=2000000872, Name='Neb Rikesuga', Test Score=69.0]
Student [ID=2000000825, Name='Neuka Qiis', Test Score=43.0]
Student [ID=2000000393, Name='Oraxa Epanuy', Test Score=60.0]
Student [ID=2000000438, Name='Osex Ujunirax', Test Score=57.0]
Student [ID=2000000746, Name='Owenewu Hokimo', Test Score=74.0]
Student [ID=2000000931, Name='Ozuk Guihees', Test Score=29.0]
Student [ID=2000000478, Name='Pujig Oiveaok', Test Score=63.0]
Student [ID=2000000998, Name='Puux Buxulaho', Test Score=26.0]
Student [ID=2000000493, Name='Qan Celabuip', Test Score=91.0]
Student [ID=2000000337, Name='Qazupisi Mubax', Test Score=87.0]
Student [ID=2000000632, Name='Qetuic Ozujo', Test Score=95.0]
Student [ID=2000000745, Name='Qihes Cewona', Test Score=24.0]
Student [ID=2000000603, Name='Qinubeto Ixikac', Test Score=19.0]
Student [ID=2000000611, Name='Qocayizi Oxifepen', Test Score=29.0]
Student [ID=2000000979, Name='Qokuq Tutiyuf', Test Score=64.0]
Student [ID=2000000662, Name='Qom Ragiyime', Test Score=55.0]
Student [ID=2000000809, Name='Qoyuli Sagoyi', Test Score=23.0]
Student [ID=2000000725, Name='Quheuapi Iwali', Test Score=20.0]
Student [ID=2000000370, Name='Raaauuli Padaeude', Test Score=32.0]
Student [ID=2000000713, Name='Rey Icidewu', Test Score=69.0]
Student [ID=2000000608, Name='Ruxo Jaw', Test Score=13.0]
Student [ID=2000000421, Name='Sajeviv Cehu', Test Score=67.0]
Student [ID=2000000415, Name='Sauk Musewoa', Test Score=57.0]
Student [ID=2000000307, Name='Siruoo Rujegu', Test Score=33.0]
Student [ID=2000000498, Name='Sobau Yaz', Test Score=26.0]
Student [ID=2000000724, Name='Soho Ipu', Test Score=100.0]
Student [ID=2000000148, Name='Soli Fasimo', Test Score=45.0]
Student [ID=2000000150, Name='Tesoip Himakeoa', Test Score=91.0]
Student [ID=2000000838, Name='Uufovut Aauerabi', Test Score=40.0]
Student [ID=2000000999, Name='Uveq Kopafaiz', Test Score=21.0]
Student [ID=2000000598, Name='Uxi Fef', Test Score=57.0]
Student [ID=2000000923, Name='Uzuva Suit', Test Score=31.0]
Student [ID=2000000922, Name='Vameur Sutuvuec', Test Score=31.0]
Student [ID=2000000533, Name='Vaqeo Cuxoehi', Test Score=15.0]
Student [ID=2000000676, Name='Vatate Cajuj', Test Score=11.0]
Student [ID=2000000192, Name='Vejidaeg New', Test Score=41.0]
Student [ID=2000000733, Name='Ves Qeweh', Test Score=56.0]
Student [ID=2000000808, Name='Visek Ojud', Test Score=74.0]
Student [ID=2000000555, Name='Viy Ciduex', Test Score=64.0]
Student [ID=2000000572, Name='Vocek Jogi', Test Score=29.0]
Student [ID=2000000496, Name='Vujoyako Jimewu', Test Score=50.0]
Student [ID=2000000291, Name='Wanaea Rilakiup', Test Score=42.0]
Student [ID=2000000257, Name='Weixoda Egaqa', Test Score=46.0]
Student [ID=2000000476, Name='Wexidoci Pera', Test Score=25.0]
Student [ID=2000000988, Name='Xasacai Cog', Test Score=71.0]
Student [ID=2000000527, Name='Xib Qipivo', Test Score=78.0]
Student [ID=2000000528, Name='Xojap Aye', Test Score=35.0]
Student [ID=2000000313, Name='Yomadalu Ligisa', Test Score=72.0]
Student [ID=2000000246, Name='Yuto Gotetuyi', Test Score=86.0]
Student [ID=2000000748, Name='Zen Voxikem', Test Score=80.0]
Student [ID=2000000770, Name='Zevao Yosu', Test Score=75.0]
Student [ID=2000000494, Name='Zimao Pepepeo', Test Score=54.0]
Student [ID=2000000844, Name='Ziq Keo', Test Score=88.0]
Student [ID=2000000974, Name='Zohe Jitojedu', Test Score=17.0]
Student [ID=2000000624, Name='Baq Rukohul', Test Score=83.0]
Student [ID=2000000592, Name='Beku Ayoy', Test Score=62.0]
Student [ID=2000000869, Name='Bidewoy Laqameli', Test Score=61.0]
Student [ID=2000000971, Name='Bimom Woz', Test Score=89.0]
Student [ID=2000000760, Name='Boporo Takog', Test Score=26.0]
Student [ID=2000000681, Name='Bueqoc Niyiic', Test Score=80.0]
Student [ID=2000000743, Name='Buhaya Mozose', Test Score=66.0]
Student [ID=2000000903, Name='Buxixeb Azi', Test Score=13.0]
Student [ID=2000000548, Name='Cadixez Lodaul', Test Score=80.0]
Student [ID=2000000466, Name='Haxaq Efutijei', Test Score=23.0]
Student [ID=2000000833, Name='Hemi Loqapesi', Test Score=86.0]
Student [ID=2000000934, Name='Higuire Sau', Test Score=40.0]
Student [ID=2000000059, Name='Ine Xaiq', Test Score=10.0]
Student [ID=2000000055, Name='Jomek Ruseau', Test Score=100.0]
Student [ID=2000000136, Name='Jueje Teyolaxo', Test Score=77.0]
Student [ID=2000000127, Name='Kehiaj Larug', Test Score=50.0]
Student [ID=2000000285, Name='Kof Koiso', Test Score=36.0]
Student [ID=2000000305, Name='Kuetuz Nuxavur', Test Score=31.0]
Student [ID=2000000428, Name='Labeg Fecade', Test Score=29.0]
Student [ID=2000000926, Name='Lowivuaw Soefuc', Test Score=26.0]
Student [ID=2000000448, Name='Luda Epehoh', Test Score=27.0]
Student [ID=2000000525, Name='Lunomiti Wahex', Test Score=49.0]
Student [ID=2000000957, Name='Oroujeu Sup', Test Score=25.0]
Student [ID=2000000798, Name='Ote Xiwoki', Test Score=87.0]
Student [ID=2000000795, Name='Ovinouga Xoduiqi', Test Score=15.0]
Student [ID=2000000490, Name='Poputeri Bic', Test Score=32.0]
Student [ID=2000000561, Name='Qagaca Xutuil', Test Score=39.0]
Student [ID=2000000355, Name='Qavug Looivo', Test Score=52.0]
Student [ID=2000000701, Name='Qetona Oqiyobuv', Test Score=66.0]
Student [ID=2000000850, Name='Qip Yebooi', Test Score=91.0]
Student [ID=2000000451, Name='Quv Dir', Test Score=85.0]
Student [ID=2000000395, Name='Raucoej Jusone', Test Score=66.0]
Student [ID=2000000899, Name='Ribomiar Uagi', Test Score=33.0]
Student [ID=2000000712, Name='Rurabipa Hoco', Test Score=89.0]
Student [ID=2000000658, Name='Ruy Jetepupe', Test Score=25.0]
Student [ID=2000000910, Name='Sajo Cop', Test Score=11.0]
Student [ID=2000000424, Name='Sepiu Xubohole', Test Score=57.0]
Student [ID=2000000444, Name='Siqegeq Zom', Test Score=33.0]
Student [ID=2000000831, Name='Soairiwo Pue', Test Score=69.0]
Student [ID=2000000222, Name='Tanosa Unierobo', Test Score=76.0]
Student [ID=2000000199, Name='Tekaw Ecum', Test Score=75.0]
Student [ID=2000000286, Name='Timoaso Jawep', Test Score=72.0]
Student [ID=2000000873, Name='Uufuk Reare', Test Score=36.0]
Student [ID=2000000495, Name='Vehayigo Iuriv', Test Score=35.0]
Student [ID=2000000753, Name='Viyituq Mulazoo', Test Score=70.0]
Student [ID=2000000597, Name='Voluav Dipamah', Test Score=45.0]
Student [ID=2000000854, Name='Vuhaoay Gedawix', Test Score=95.0]
Student [ID=2000001000, Name='Vuqoyez Evuseyu', Test Score=93.0]
Student [ID=2000000507, Name='Waku Paqa', Test Score=38.0]
Student [ID=2000000416, Name='Weaik Aeti', Test Score=97.0]
Student [ID=2000000652, Name='Wejuxe Yiatipip', Test Score=16.0]
Student [ID=2000000692, Name='Weqopet Eyi', Test Score=47.0]
Student [ID=2000000558, Name='Xipiyea Huzur', Test Score=46.0]
Student [ID=2000000531, Name='Xofohizu Gabuucuh', Test Score=41.0]
Student [ID=2000000933, Name='Xopoca Bonii', Test Score=94.0]
Student [ID=2000000661, Name='Yoezuex Pidi', Test Score=78.0]
Student [ID=2000000541, Name='Yowekede Ehoeuz', Test Score=93.0]
Student [ID=2000000473, Name='Yurojoz Liyi', Test Score=31.0]
Student [ID=2000000723, Name='Zab Fij', Test Score=87.0]
Student [ID=2000000759, Name='Zejine Robaxito', Test Score=88.0]
Student [ID=2000000804, Name='Zeqota Awiitaja', Test Score=25.0]
Student [ID=2000000802, Name='Zetube Hivinep', Test Score=50.0]
Student [ID=2000000871, Name='Zif Doa', Test Score=50.0]
Student [ID=2000000790, Name='Beise Suqaro', Test Score=66.0]
Student [ID=2000000984, Name='Biko Zeazee', Test Score=98.0]
Student [ID=2000000847, Name='Boguhoow Ewuto', Test Score=45.0]
Student [ID=2000000685, Name='Buada Jizavus', Test Score=79.0]
Student [ID=2000000767, Name='Bugiday Jicuiqat', Test Score=92.0]
Student [ID=2000000990, Name='Bul Nogozi', Test Score=46.0]
Student [ID=2000000517, Name='Haro Mipel', Test Score=92.0]
Student [ID=2000000747, Name='Hayeebu Cetojuqe', Test Score=22.0]
Student [ID=2000000093, Name='Iheew Nif', Test Score=24.0]
Student [ID=2000000083, Name='Isuvura Kobem', Test Score=56.0]
Student [ID=2000000084, Name='Jeroejo Yema', Test Score=46.0]
Student [ID=2000000085, Name='Jomo Yioluuja', Test Score=82.0]
Student [ID=2000000183, Name='Jovac Fipelefe', Test Score=77.0]
Student [ID=2000000168, Name='Kaev Maqaoyul', Test Score=81.0]
Student [ID=2000000141, Name='Keg Gugana', Test Score=38.0]
Student [ID=2000000187, Name='Kihu Zala', Test Score=100.0]
Student [ID=2000000539, Name='Kiy Vocubo', Test Score=83.0]
Student [ID=2000000394, Name='Koi Qop', Test Score=48.0]
Student [ID=2000000339, Name='Kozuzej Lueiqom', Test Score=43.0]
Student [ID=2000000419, Name='Kuhi Zianukar', Test Score=14.0]
Student [ID=2000000582, Name='Labu Ham', Test Score=28.0]
Student [ID=2000000512, Name='Ludetuzi Xunucopa', Test Score=56.0]
Student [ID=2000000575, Name='Luoda Lobae', Test Score=57.0]
